class,sha256,sample_name,source,is_malware,family,confidence,vt_detections,gt_reason,recheck_engine,recheck_family,recheck_vt_detections,recheck_note,analysis_status,error,file_path,family_corrected,family_source
benign,0006892f518a9da43ed8738e2649a18e78680b38439a451d216c672baa57d8d1,0006892F518A9DA43ED8738E2649A18E78680B38439A451D216C672BAA57D8D1.apk,benign_eval,no,,medium,,benign_source,virustotal,,0,confirmed_external,analyzed,,/home/kali/DroidForensix/samples/goodware/benign_eval/0006892F518A9DA43ED8738E2649A18E78680B38439A451D216C672BAA57D8D1.apk,,unresolved
benign,0006fc06617701f138d4a5f9f223ae6cf93dcd124f83b184797727a9939ea2c1,0006FC06617701F138D4A5F9F223AE6CF93DCD124F83B184797727A9939EA2C1.apk,benign_eval,no,,medium,,benign_source,virustotal,,0,confirmed_external,analyzed,,/home/kali/DroidForensix/samples/goodware/benign_eval/0006FC06617701F138D4A5F9F223AE6CF93DCD124F83B184797727A9939EA2C1.apk,,unresolved
benign,00071dfce730811b0a04f60ac9f72c20de682f5fb654a8ec6943ac5d0b0e944a,00071DFCE730811B0A04F60AC9F72C20DE682F5FB654A8EC6943AC5D0B0E944A.apk,benign_eval,no,,medium,,benign_source,virustotal,,0,confirmed_external,analyzed,,/home/kali/DroidForensix/samples/goodware/benign_eval/00071DFCE730811B0A04F60AC9F72C20DE682F5FB654A8EC6943AC5D0B0E944A.apk,,unresolved
benign,00079d9b9227cf55bc484898f1979a7c29016cd0032c12a27477e6140c9a6b41,00079D9B9227CF55BC484898F1979A7C29016CD0032C12A27477E6140C9A6B41.apk,benign_eval,no,,medium,,benign_source,virustotal,,0,confirmed_external,analyzed,,/home/kali/DroidForensix/samples/goodware/benign_eval/00079D9B9227CF55BC484898F1979A7C29016CD0032C12A27477E6140C9A6B41.apk,,unresolved
benign,0007a751120e9d2640a1cbf1c8cb542c793df1bc72a0ddc575dad4595dd548ec,0007A751120E9D2640A1CBF1C8CB542C793DF1BC72A0DDC575DAD4595DD548EC.apk,benign_eval,no,,medium,,benign_source,virustotal,,0,confirmed_external,analyzed,,/home/kali/DroidForensix/samples/goodware/benign_eval/0007A751120E9D2640A1CBF1C8CB542C793DF1BC72A0DDC575DAD4595DD548EC.apk,,unresolved
benign,0008067a87a7c42547279a01c782c71fbc7344ccb1fb9f526737e8b6d9c2260c,0008067A87A7C42547279A01C782C71FBC7344CCB1FB9F526737E8B6D9C2260C.apk,benign_eval,no,,medium,,benign_source,virustotal,,0,confirmed_external,analyzed,,/home/kali/DroidForensix/samples/goodware/benign_eval/0008067A87A7C42547279A01C782C71FBC7344CCB1FB9F526737E8B6D9C2260C.apk,,unresolved
benign,0009582bca97a9b0173bf0a992c417426d1d7d4e79f15f5b6f205bd2b3869884,0009582BCA97A9B0173BF0A992C417426D1D7D4E79F15F5B6F205BD2B3869884.apk,benign_eval,no,,medium,,benign_source,virustotal,,0,confirmed_external,error: timeout after 900s,error: timeout after 900s,/home/kali/DroidForensix/samples/goodware/benign_eval/0009582BCA97A9B0173BF0A992C417426D1D7D4E79F15F5B6F205BD2B3869884.apk,,unresolved
benign,000ae491c179314322821ca65782e8f81163d11df5d278a0375294c40acb7bcf,000AE491C179314322821CA65782E8F81163D11DF5D278A0375294C40ACB7BCF.apk,benign_eval,no,,medium,,benign_source,virustotal,,0,confirmed_external,error: timeout after 900s,error: timeout after 900s,/home/kali/DroidForensix/samples/goodware/benign_eval/000AE491C179314322821CA65782E8F81163D11DF5D278A0375294C40ACB7BCF.apk,,unresolved
benign,000cb0f71b70dfa37ff0a009d7f9d632264fd66764ca2a0d966466e73c7fd816,000CB0F71B70DFA37FF0A009D7F9D632264FD66764CA2A0D966466E73C7FD816.apk,benign_eval,no,,medium,,benign_source,virustotal,,0,confirmed_external,analyzed,,/home/kali/DroidForensix/samples/goodware/benign_eval/000CB0F71B70DFA37FF0A009D7F9D632264FD66764CA2A0D966466E73C7FD816.apk,,unresolved
benign,000d238624934b4090223328c21c0f4161f441c97573c5f0b9f01726567d9ab4,000D238624934B4090223328C21C0F4161F441C97573C5F0B9F01726567D9AB4.apk,benign_eval,no,,medium,,benign_source,virustotal,,0,confirmed_external,analyzed,,/home/kali/DroidForensix/samples/goodware/benign_eval/000D238624934B4090223328C21C0F4161F441C97573C5F0B9F01726567D9AB4.apk,,unresolved
benign,000d6ee8b17e757cd47762f69dca029b45951a817f34cbf3910807de3fa313d6,000D6EE8B17E757CD47762F69DCA029B45951A817F34CBF3910807DE3FA313D6.apk,benign_eval,no,,medium,,benign_source,virustotal,,0,confirmed_external,analyzed,,/home/kali/DroidForensix/samples/goodware/benign_eval/000D6EE8B17E757CD47762F69DCA029B45951A817F34CBF3910807DE3FA313D6.apk,,unresolved
benign,000ec809d667f39b92fa8e0a017f88e6bc6af47e86ef523b1715da6473df5b9f,000EC809D667F39B92FA8E0A017F88E6BC6AF47E86EF523B1715DA6473DF5B9F.apk,benign_eval,no,,medium,,benign_source,virustotal,,0,confirmed_external,analyzed,,/home/kali/DroidForensix/samples/goodware/benign_eval/000EC809D667F39B92FA8E0A017F88E6BC6AF47E86EF523B1715DA6473DF5B9F.apk,,unresolved
benign,000f12135b66137221358c7e33a773a170af1c7ec5f1aec898233694f6233b05,000F12135B66137221358C7E33A773A170AF1C7EC5F1AEC898233694F6233B05.apk,benign_eval,no,,medium,,benign_source,virustotal,,0,confirmed_external,analyzed,,/home/kali/DroidForensix/samples/goodware/benign_eval/000F12135B66137221358C7E33A773A170AF1C7EC5F1AEC898233694F6233B05.apk,,unresolved
benign,001061367282761708c6303e1dedfca6bc18c6ef3150f547425eb0a2c6a402c8,001061367282761708C6303E1DEDFCA6BC18C6EF3150F547425EB0A2C6A402C8.apk,benign_eval,no,,medium,,benign_source,virustotal,,0,confirmed_external,analyzed,,/home/kali/DroidForensix/samples/goodware/benign_eval/001061367282761708C6303E1DEDFCA6BC18C6EF3150F547425EB0A2C6A402C8.apk,,unresolved
benign,0010f7867d28539c1a89d35deddc910f378f44586a0ea1bfcea2c004981abae1,0010F7867D28539C1A89D35DEDDC910F378F44586A0EA1BFCEA2C004981ABAE1.apk,benign_eval,no,,medium,,benign_source,virustotal,,0,confirmed_external,error: Pipeline finished but produced no result,error: Pipeline finished but produced no result,/home/kali/DroidForensix/samples/goodware/benign_eval/0010F7867D28539C1A89D35DEDDC910F378F44586A0EA1BFCEA2C004981ABAE1.apk,,unresolved
benign,0011135860f3c1f50a6960472e5a6ed3161a94800791b3f1a8b0df3c7f5b7697,0011135860F3C1F50A6960472E5A6ED3161A94800791B3F1A8B0DF3C7F5B7697.apk,benign_eval,no,,medium,,benign_source,virustotal,,0,confirmed_external,error: timeout after 900s,error: timeout after 900s,/home/kali/DroidForensix/samples/goodware/benign_eval/0011135860F3C1F50A6960472E5A6ED3161A94800791B3F1A8B0DF3C7F5B7697.apk,,unresolved
benign,00112bb0b3a4ca8ae3cae96ff750bf5279e5d80825d4abfff63a8a6381586f37,00112BB0B3A4CA8AE3CAE96FF750BF5279E5D80825D4ABFFF63A8A6381586F37.apk,benign_eval,no,,medium,,benign_source,virustotal,,0,confirmed_external,error: timeout after 900s,error: timeout after 900s,/home/kali/DroidForensix/samples/goodware/benign_eval/00112BB0B3A4CA8AE3CAE96FF750BF5279E5D80825D4ABFFF63A8A6381586F37.apk,,unresolved
benign,00116ca636ef6d3067a5d25fb5dd493f06cefde9c6ba80f2c2f3f371050323be,00116CA636EF6D3067A5D25FB5DD493F06CEFDE9C6BA80F2C2F3F371050323BE.apk,benign_eval,no,,medium,,benign_source,virustotal,,0,confirmed_external,"error: Step 4 (Payload Decoding) failed: UnicodeEncodeError: 'utf-8' codec can't encode character '\ud978' in position 610: surrogates not allowed

Check:
  1. Is the APK valid? Try: python -m analysis.pipeline <apk> --skip-step=4
  2. Is there enough disk space? Pipeline requires ~500MB temporary space
  3. For configuration issues, check backend/config.py",error: Step 4 (Payload Decoding) failed: UnicodeEn,/home/kali/DroidForensix/samples/goodware/benign_eval/00116CA636EF6D3067A5D25FB5DD493F06CEFDE9C6BA80F2C2F3F371050323BE.apk,,unresolved
benign,001196437b56bf9cce0dae194e844492c8f45550b7ef90bd990b8d8c3082e905,001196437B56BF9CCE0DAE194E844492C8F45550B7EF90BD990B8D8C3082E905.apk,benign_eval,no,,medium,,benign_source,virustotal,,0,confirmed_external,analyzed,,/home/kali/DroidForensix/samples/goodware/benign_eval/001196437B56BF9CCE0DAE194E844492C8F45550B7EF90BD990B8D8C3082E905.apk,,unresolved
benign,0012260a8f06a02fc0537f74d35d17b7b1adf34efb78e470955b18554b4bc072,0012260A8F06A02FC0537F74D35D17B7B1ADF34EFB78E470955B18554B4BC072.apk,benign_eval,no,,medium,,benign_source,virustotal,,0,confirmed_external,analyzed,,/home/kali/DroidForensix/samples/goodware/benign_eval/0012260A8F06A02FC0537F74D35D17B7B1ADF34EFB78E470955B18554B4BC072.apk,,unresolved
benign,00142796a7de7a8fa2fcfe59e41d021d53e98ff14670d89503a9631654b228d4,00142796A7DE7A8FA2FCFE59E41D021D53E98FF14670D89503A9631654B228D4.apk,benign_eval,no,,medium,,benign_source,virustotal,,0,confirmed_external,error: timeout after 900s,error: timeout after 900s,/home/kali/DroidForensix/samples/goodware/benign_eval/00142796A7DE7A8FA2FCFE59E41D021D53E98FF14670D89503A9631654B228D4.apk,,unresolved
benign,0014eab602a8cc6feec52ca0bfc1d24dc928a35bdad6de2ea37146460c5587dc,0014EAB602A8CC6FEEC52CA0BFC1D24DC928A35BDAD6DE2EA37146460C5587DC.apk,benign_eval,no,,medium,,benign_source,virustotal,,0,confirmed_external,analyzed,,/home/kali/DroidForensix/samples/goodware/benign_eval/0014EAB602A8CC6FEEC52CA0BFC1D24DC928A35BDAD6DE2EA37146460C5587DC.apk,,unresolved
benign,00150a71a5cf8fa9ef04a997bcfeb0f5bedaa1d473ca53367de8b03f21093c62,00150A71A5CF8FA9EF04A997BCFEB0F5BEDAA1D473CA53367DE8B03F21093C62.apk,benign_eval,no,,medium,,benign_source,virustotal,,0,confirmed_external,analyzed,,/home/kali/DroidForensix/samples/goodware/benign_eval/00150A71A5CF8FA9EF04A997BCFEB0F5BEDAA1D473CA53367DE8B03F21093C62.apk,,unresolved
benign,00159a864f4aa4c343e7a3411186bce572b1fdacd87ca4bbb4349207d8d95ec3,00159A864F4AA4C343E7A3411186BCE572B1FDACD87CA4BBB4349207D8D95EC3.apk,benign_eval,no,,medium,,benign_source,virustotal,,0,confirmed_external,error: timeout after 900s,error: timeout after 900s,/home/kali/DroidForensix/samples/goodware/benign_eval/00159A864F4AA4C343E7A3411186BCE572B1FDACD87CA4BBB4349207D8D95EC3.apk,,unresolved
benign,0015e059d7caef20a4f3e1b8ab6b88fb7a02d1d6ee952b6396b53f5c9c4d35fa,0015E059D7CAEF20A4F3E1B8AB6B88FB7A02D1D6EE952B6396B53F5C9C4D35FA.apk,benign_eval,no,,medium,,benign_source,virustotal,,0,confirmed_external,analyzed,,/home/kali/DroidForensix/samples/goodware/benign_eval/0015E059D7CAEF20A4F3E1B8AB6B88FB7A02D1D6EE952B6396B53F5C9C4D35FA.apk,,unresolved
benign,0017288b5baca5108efb77a2d98cb46812aff622fb323f226f6b51fde520a50a,0017288B5BACA5108EFB77A2D98CB46812AFF622FB323F226F6B51FDE520A50A.apk,benign_eval,no,,medium,,benign_source,virustotal,,0,confirmed_external,analyzed,,/home/kali/DroidForensix/samples/goodware/benign_eval/0017288B5BACA5108EFB77A2D98CB46812AFF622FB323F226F6B51FDE520A50A.apk,,unresolved
benign,001757b90ef6270e5e4f1149fdb00e18d0ed3f5ff89d96dfbedd02b447623e26,001757B90EF6270E5E4F1149FDB00E18D0ED3F5FF89D96DFBEDD02B447623E26.apk,benign_eval,no,,medium,,benign_source,virustotal,,0,confirmed_external,analyzed,,/home/kali/DroidForensix/samples/goodware/benign_eval/001757B90EF6270E5E4F1149FDB00E18D0ED3F5FF89D96DFBEDD02B447623E26.apk,,unresolved
benign,001b0d5bf38e607fbe8d7170d020a60941aee7fdc05d395a52b39f92c81c9ce6,001B0D5BF38E607FBE8D7170D020A60941AEE7FDC05D395A52B39F92C81C9CE6.apk,benign_eval,no,,medium,,benign_source,virustotal,,0,confirmed_external,analyzed,,/home/kali/DroidForensix/samples/goodware/benign_eval/001B0D5BF38E607FBE8D7170D020A60941AEE7FDC05D395A52B39F92C81C9CE6.apk,,unresolved
benign,001b949114c2309f7123871033b1d0ce81294f99afb74fa688892a44b7be30f3,001B949114C2309F7123871033B1D0CE81294F99AFB74FA688892A44B7BE30F3.apk,benign_eval,no,,medium,,benign_source,virustotal,,0,confirmed_external,error: timeout after 900s,error: timeout after 900s,/home/kali/DroidForensix/samples/goodware/benign_eval/001B949114C2309F7123871033B1D0CE81294F99AFB74FA688892A44B7BE30F3.apk,,unresolved
benign,001bfa3aac16c47bc8c0d0a45eaa048cbfee53c8394fdfb5c2493e50ec22e8b3,001BFA3AAC16C47BC8C0D0A45EAA048CBFEE53C8394FDFB5C2493E50EC22E8B3.apk,benign_eval,no,,medium,,benign_source,virustotal,,0,confirmed_external,analyzed,,/home/kali/DroidForensix/samples/goodware/benign_eval/001BFA3AAC16C47BC8C0D0A45EAA048CBFEE53C8394FDFB5C2493E50EC22E8B3.apk,,unresolved
benign,001cc622ba7c1133efe45ef4802094caaa95bbbbfb3e81201d48b22a6c9ff146,001CC622BA7C1133EFE45EF4802094CAAA95BBBBFB3E81201D48B22A6C9FF146.apk,benign_eval,no,,medium,,benign_source,virustotal,,0,confirmed_external,error: timeout after 900s,error: timeout after 900s,/home/kali/DroidForensix/samples/goodware/benign_eval/001CC622BA7C1133EFE45EF4802094CAAA95BBBBFB3E81201D48B22A6C9FF146.apk,,unresolved
benign,001d70e9bfc1b7ce1922924357da7e0338afad283c9ff8d2befb1f74a384e9be,001D70E9BFC1B7CE1922924357DA7E0338AFAD283C9FF8D2BEFB1F74A384E9BE.apk,benign_eval,no,,medium,,benign_source,virustotal,,0,confirmed_external,analyzed,,/home/kali/DroidForensix/samples/goodware/benign_eval/001D70E9BFC1B7CE1922924357DA7E0338AFAD283C9FF8D2BEFB1F74A384E9BE.apk,,unresolved
benign,001db967fe358205141755eecc18daf0a3b81981002d916209632cb1bd89b52d,001DB967FE358205141755EECC18DAF0A3B81981002D916209632CB1BD89B52D.apk,benign_eval,no,,medium,,benign_source,virustotal,,0,confirmed_external,analyzed,,/home/kali/DroidForensix/samples/goodware/benign_eval/001DB967FE358205141755EECC18DAF0A3B81981002D916209632CB1BD89B52D.apk,,unresolved
benign,001df5ba2b2a3ba905ecf79017185f4ca2d83b8aac15bb638e21d6dd6a4e3b56,001DF5BA2B2A3BA905ECF79017185F4CA2D83B8AAC15BB638E21D6DD6A4E3B56.apk,benign_eval,no,,medium,,benign_source,virustotal,121218,1,confirmed_external,analyzed,,/home/kali/DroidForensix/samples/goodware/benign_eval/001DF5BA2B2A3BA905ECF79017185F4CA2D83B8AAC15BB638E21D6DD6A4E3B56.apk,121218,vt_recheck
benign,001e978eb716318bcfa06bbb424f3f177056c3b346b5b1b1ebb0f3c2cf11b0b3,001E978EB716318BCFA06BBB424F3F177056C3B346B5B1B1EBB0F3C2CF11B0B3.apk,benign_eval,no,,medium,,benign_source,virustotal,,0,confirmed_external,error: Pipeline process exited with code -9,error: Pipeline process exited with code -9,/home/kali/DroidForensix/samples/goodware/benign_eval/001E978EB716318BCFA06BBB424F3F177056C3B346B5B1B1EBB0F3C2CF11B0B3.apk,,unresolved
benign,001ed8463d7aecd120057b0f73ff1b732a90469c952ee8cafa9de94b19033e90,001ED8463D7AECD120057B0F73FF1B732A90469C952EE8CAFA9DE94B19033E90.apk,benign_eval,no,,medium,,benign_source,virustotal,,0,confirmed_external,error: timeout after 900s,error: timeout after 900s,/home/kali/DroidForensix/samples/goodware/benign_eval/001ED8463D7AECD120057B0F73FF1B732A90469C952EE8CAFA9DE94B19033E90.apk,,unresolved
benign,001edab5b63b6a94cda6811186240977b28b1b7ce0b1a4ad33af15b4457e6981,001EDAB5B63B6A94CDA6811186240977B28B1B7CE0B1A4AD33AF15B4457E6981.apk,benign_eval,no,,medium,,benign_source,virustotal,,0,confirmed_external,error: timeout after 900s,error: timeout after 900s,/home/kali/DroidForensix/samples/goodware/benign_eval/001EDAB5B63B6A94CDA6811186240977B28B1B7CE0B1A4AD33AF15B4457E6981.apk,,unresolved
benign,0021399f0bd9c43af4171f4239229d170b455054c2500fbbff8c0558b60f3287,0021399F0BD9C43AF4171F4239229D170B455054C2500FBBFF8C0558B60F3287.apk,benign_eval,no,,medium,,benign_source,virustotal,,0,confirmed_external,analyzed,,/home/kali/DroidForensix/samples/goodware/benign_eval/0021399F0BD9C43AF4171F4239229D170B455054C2500FBBFF8C0558B60F3287.apk,,unresolved
benign,0021bbab8f6952ed60875a25710b616e587d8a41db4a6c2d9697c09e552a04f9,0021BBAB8F6952ED60875A25710B616E587D8A41DB4A6C2D9697C09E552A04F9.apk,benign_eval,no,,medium,,benign_source,virustotal,,0,confirmed_external,"error: Step 4 (Payload Decoding) failed: UnicodeEncodeError: 'utf-8' codec can't encode character '\ude7f' in position 52: surrogates not allowed

Check:
  1. Is the APK valid? Try: python -m analysis.pipeline <apk> --skip-step=4
  2. Is there enough disk space? Pipeline requires ~500MB temporary space
  3. For configuration issues, check backend/config.py",error: Step 4 (Payload Decoding) failed: UnicodeEn,/home/kali/DroidForensix/samples/goodware/benign_eval/0021BBAB8F6952ED60875A25710B616E587D8A41DB4A6C2D9697C09E552A04F9.apk,,unresolved
benign,0023db2190b1f568374820a9e89169962d02961d67584dfd90acaf20170b5e15,0023DB2190B1F568374820A9E89169962D02961D67584DFD90ACAF20170B5E15.apk,benign_eval,no,,medium,,benign_source,virustotal,,0,confirmed_external,analyzed,,/home/kali/DroidForensix/samples/goodware/benign_eval/0023DB2190B1F568374820A9E89169962D02961D67584DFD90ACAF20170B5E15.apk,,unresolved
benign,0024220a0796c83417f5ff5a7cc464cb90991839748bdca4a2dd84865da483d3,0024220A0796C83417F5FF5A7CC464CB90991839748BDCA4A2DD84865DA483D3.apk,benign_eval,no,,medium,,benign_source,virustotal,,0,confirmed_external,error: timeout after 900s,error: timeout after 900s,/home/kali/DroidForensix/samples/goodware/benign_eval/0024220A0796C83417F5FF5A7CC464CB90991839748BDCA4A2DD84865DA483D3.apk,,unresolved
benign,002488fdb00d46766e7fdedb370e47c910070406d790ad46d8848838d37e9734,002488FDB00D46766E7FDEDB370E47C910070406D790AD46D8848838D37E9734.apk,benign_eval,no,,medium,,benign_source,virustotal,,0,confirmed_external,analyzed,,/home/kali/DroidForensix/samples/goodware/benign_eval/002488FDB00D46766E7FDEDB370E47C910070406D790AD46D8848838D37E9734.apk,,unresolved
benign,0029397fe508c0d2996967e785e1a87c759b1fb4a4815bb121e26013f96cfa7c,0029397FE508C0D2996967E785E1A87C759B1FB4A4815BB121E26013F96CFA7C.apk,benign_eval,no,,medium,,benign_source,virustotal,,0,confirmed_external,analyzed,,/home/kali/DroidForensix/samples/goodware/benign_eval/0029397FE508C0D2996967E785E1A87C759B1FB4A4815BB121E26013F96CFA7C.apk,,unresolved
benign,002b51f59b91796c3299d2302c1cb12edd04f92f481ad2cad7b6fc867c52b803,002B51F59B91796C3299D2302C1CB12EDD04F92F481AD2CAD7B6FC867C52B803.apk,benign_eval,no,,medium,,benign_source,virustotal,,0,confirmed_external,analyzed,,/home/kali/DroidForensix/samples/goodware/benign_eval/002B51F59B91796C3299D2302C1CB12EDD04F92F481AD2CAD7B6FC867C52B803.apk,,unresolved
benign,002c0fd93061c27ea04e1aeb920fe13f2066eef93b7d66141a6935e8ae9d4c2a,002C0FD93061C27EA04E1AEB920FE13F2066EEF93B7D66141A6935E8AE9D4C2A.apk,benign_eval,no,,medium,,benign_source,virustotal,,0,confirmed_external,analyzed,,/home/kali/DroidForensix/samples/goodware/benign_eval/002C0FD93061C27EA04E1AEB920FE13F2066EEF93B7D66141A6935E8AE9D4C2A.apk,,unresolved
benign,002c8f78aef3807f7dda37ca500d2aac3d546d6820f40fc704938503071bed6c,002C8F78AEF3807F7DDA37CA500D2AAC3D546D6820F40FC704938503071BED6C.apk,benign_eval,no,,medium,,benign_source,virustotal,,0,confirmed_external,analyzed,,/home/kali/DroidForensix/samples/goodware/benign_eval/002C8F78AEF3807F7DDA37CA500D2AAC3D546D6820F40FC704938503071BED6C.apk,,unresolved
benign,002d60bcc9a0661ad269e5f74f85e805868dfe9168a956e4c09602926c684bc8,002D60BCC9A0661AD269E5F74F85E805868DFE9168A956E4C09602926C684BC8.apk,benign_eval,no,,medium,,benign_source,virustotal,,0,confirmed_external,analyzed,,/home/kali/DroidForensix/samples/goodware/benign_eval/002D60BCC9A0661AD269E5F74F85E805868DFE9168A956E4C09602926C684BC8.apk,,unresolved
benign,002f1e33a714cd3434a27dec2d09acc4d0b9602560f13ff6a3d30c3ce32a3d8d,002F1E33A714CD3434A27DEC2D09ACC4D0B9602560F13FF6A3D30C3CE32A3D8D.apk,benign_eval,no,,medium,,benign_source,virustotal,,0,confirmed_external,error: timeout after 900s,error: timeout after 900s,/home/kali/DroidForensix/samples/goodware/benign_eval/002F1E33A714CD3434A27DEC2D09ACC4D0B9602560F13FF6A3D30C3CE32A3D8D.apk,,unresolved
benign,002f70a01b148e9c2988a4b7f4bbffe9aa62c4a289992b23edbe1484723b6e4b,002F70A01B148E9C2988A4B7F4BBFFE9AA62C4A289992B23EDBE1484723B6E4B.apk,benign_eval,no,,medium,,benign_source,virustotal,,0,confirmed_external,analyzed,,/home/kali/DroidForensix/samples/goodware/benign_eval/002F70A01B148E9C2988A4B7F4BBFFE9AA62C4A289992B23EDBE1484723B6E4B.apk,,unresolved
benign,002f7674f8639a8d861dcb083493e08bbcfffb93af22ddd8fcc7ff7acf9fde7c,002F7674F8639A8D861DCB083493E08BBCFFFB93AF22DDD8FCC7FF7ACF9FDE7C.apk,benign_eval,no,,medium,,benign_source,virustotal,,0,confirmed_external,analyzed,,/home/kali/DroidForensix/samples/goodware/benign_eval/002F7674F8639A8D861DCB083493E08BBCFFFB93AF22DDD8FCC7FF7ACF9FDE7C.apk,,unresolved
benign,0030186a2dd5c34481daa256f804a696032815d5bdf6e70f27cc543997e8e322,0030186A2DD5C34481DAA256F804A696032815D5BDF6E70F27CC543997E8E322.apk,benign_eval,no,,medium,,benign_source,virustotal,,0,confirmed_external,analyzed,,/home/kali/DroidForensix/samples/goodware/benign_eval/0030186A2DD5C34481DAA256F804A696032815D5BDF6E70F27CC543997E8E322.apk,,unresolved
benign,003021fb6c914b7429ab0e9eafafc4fe60217267d7dfbf5abbf52ccdd6a9cd57,003021FB6C914B7429AB0E9EAFAFC4FE60217267D7DFBF5ABBF52CCDD6A9CD57.apk,benign_eval,no,,medium,,benign_source,virustotal,,0,confirmed_external,analyzed,,/home/kali/DroidForensix/samples/goodware/benign_eval/003021FB6C914B7429AB0E9EAFAFC4FE60217267D7DFBF5ABBF52CCDD6A9CD57.apk,,unresolved
