sha256,is_malware,source,family,file_size_kb,total_strings,num_encodings,num_payloads,num_c2,num_c2_real,num_c2_fb_ip,num_chains,num_secrets,secret_risk_score,num_permissions,num_dangerous_perms,target_sdk,min_sdk,apktool_success,native_libs_found,decompiled_classes,crypter_stub,master_key_verdict_recovered,master_key_e_coded
0000b2ee9720dd6028e5cac22cb3689f1b67dd26113b30c3d2698c362809b892,1,AndroZoo,Cnzz,1085.5,999,0,0,1,1,0,0,0,0,11,4,0,0,1,0,465,0,0,0
0000bbba321e673b89da37baf825c9e28c66ba72535fb42d11f8b5c35ae53abb,1,AndroZoo,Adware,2235.2,2179,10,10,71,69,0,10,0,0,31,12,0,0,1,0,1072,0,0,0
0000bbe0733122b3872576fb080df7fded864325f193b36acf0fcb9e0a74c5d8,1,AndroZoo,Dowgin,4297.9,1374,12,12,19,15,0,12,0,0,10,2,0,0,1,0,758,0,0,0
0000c26310f1042ba3c2755a44addd13d1befb90ee1041b47585529eb3757c07,1,AndroZoo,Adware,8920.0,52790,11,11,4,2,0,11,0,0,15,6,0,0,1,3,794,0,0,0
0000d3e05cfad4c3f301f8b47986354aaca80ac236c5934ec287d91e3efc037b,1,AndroZoo,Secapk,26107.1,75435,48,48,21,0,1,48,2,20,13,6,0,0,1,6,6,0,0,1
0000d4ba8d3decb4403a8e3bc94347552469aa761e34763da22602da891619f5,1,AndroZoo,Linux,43344.0,5366,10,10,17,17,0,10,0,0,38,16,0,0,1,7,837,0,0,0
0000da2338c5b466fc1a52ac2da80dfcfc699e49fb3681a4468003aa204109b5,1,AndroZoo,unknown,8032.4,229,4,4,14,14,0,4,0,0,10,4,0,0,1,0,265,0,0,0
0000e35cb8f4e1853c2dbc7544429ce84c4da799b894c7d716b7c3775dd5986e,1,AndroZoo,unknown,8084.9,12601,22,22,25,24,1,22,0,0,5,1,0,0,1,0,6241,0,0,0
0000fb9153e00d6e2c8cf6a2b82d8b0f1c828080fdeb575dc600a5a49d045f5f,1,AndroZoo,unknown,1221.4,839,0,0,9,8,0,0,0,0,24,8,0,0,1,4,472,0,0,0
0000fefa0d476ade01d3a98eac23dc1ec1a621bc437b46aeab7c65df23d0a12b,1,AndroZoo,unknown,16656.2,11894,17,17,12,10,0,17,0,0,9,1,0,0,1,0,12534,0,0,0
00010212c58dac25e27496bf1badafbeabe2613c3d772edaa97c2906a8dd8e6e,1,AndroZoo,unknown,24079.5,35944,60,60,115,103,0,60,0,0,55,15,0,0,1,56,11791,0,0,0
000109a075dc3afa88c45523a3edf2039177386c58a48936feafee9716f7bcbb,1,AndroZoo,unknown,7482.8,11201,209,209,1,0,1,209,0,0,33,9,0,0,1,6,7,0,0,1
00010f599eb0edc52f5781e1892b7b50b922055fcdf766ecc45b50c8e25e84b6,1,AndroZoo,unknown,7965.6,13151,83,83,41,32,0,83,1,5,7,3,0,0,1,0,8073,0,0,0
00011f1635a366f1bf962082961c9064d504c9ae0a3c7a5cc94482c5c3f82ef9,1,AndroZoo,unknown,944.6,594,1,1,3,3,0,1,0,0,35,14,0,0,1,0,597,0,0,0
0001205746481bb13b1f801e1f4da8f5d5b107e88242a608f13c9ffa99af1b63,1,AndroZoo,unknown,37124.3,29802,43,43,12,2,4,43,0,0,13,5,0,0,1,3,1133,0,0,0
000122826cd8ef196e72f8659e3e9d38f30823154834fe148d149082361ddc6d,1,AndroZoo,unknown,19626.7,73019,72,72,47,20,1,72,2,20,18,9,0,0,1,9,1391,0,0,0
0001229465a653eeec91220c67ecd9ba2e0e4f7e49b073f7667a1c511c7264d9,1,AndroZoo,unknown,1687.0,287,1,1,13,11,0,1,0,0,13,4,0,0,1,0,178,0,0,0
0001257e84278079030243774c6dba6540f2047c876c2981fa2673ff9ce1a812,1,AndroZoo,unknown,18662.7,10925,83,83,1,0,0,83,2,20,33,11,0,0,1,9,231,0,0,1
00012e8f2e49e601edc786cabab52fa844d50add7d3d09efd7f8b23e6ba42efb,1,AndroZoo,unknown,39734.2,262822,194,194,67,29,9,194,4,19,22,4,0,0,1,55,21334,0,0,0
0001316908fcb64a84be46d5b5a8161b34d5c17fc0c855770b01e2bb05244ec4,1,AndroZoo,unknown,479.6,896,2,2,23,22,0,2,0,0,7,2,0,0,1,0,327,0,0,0
000135c67f6fae5f1409586d6ce09c2d83d0482986edf50177db6704257ce9b2,1,AndroZoo,unknown,32091.0,121361,118,118,178,176,1,118,2,20,26,7,0,0,1,75,3671,0,0,0
00013e2ae715da3e8bfb24c7e74d2fe0070de96feb76329f442b0cd48d520843,1,AndroZoo,unknown,3197.6,2372,9,9,33,30,0,9,0,0,3,1,0,0,1,0,827,0,0,0
00013e39079f820cc8010fa9b6deb57290b6bee75365dfbe36b9348052760d08,1,AndroZoo,unknown,807.4,1756,3,3,5,5,0,3,0,0,24,14,0,0,1,1,719,0,0,0
00013f691ef70c1b8bda50e816ee26236defb4e0e918aca07574b39470a66bd7,1,AndroZoo,unknown,7575.0,11970,44,44,38,31,0,44,0,0,7,3,0,0,1,0,7527,0,0,0
00014a551d97b04877c64fbc82ff828d63b33e0405c80896477fc937a9100079,1,AndroZoo,unknown,5645.7,1490,1,1,8,6,1,1,0,0,19,8,0,0,1,1,547,0,0,0
0001523c9cf5f4a27efa9b8a69daec2ba9d9ae6935558da42bca8019c31be47f,1,AndroZoo,unknown,9262.4,1451,9,9,19,19,0,9,0,0,17,3,0,0,1,0,883,0,0,0
000169ad26b51f90d08c14a520b21bacddf10540645bf9efd3003cdc52b11450,1,AndroZoo,unknown,31195.9,33797,43,43,31,19,4,43,1,5,9,3,0,0,1,3,4604,0,0,0
00016fa3b94e1b117851eac18d639873b892ab833d027a41243baee04aa49309,1,AndroZoo,unknown,13229.6,38822,89,89,3,0,0,89,0,0,41,10,0,0,1,8,12,0,0,1
00018b522a51d6573a615153e7bfb33ac961bf5ef604ac7edb04072ce238b9af,1,AndroZoo,unknown,15052.6,14674,12,12,0,0,0,12,0,0,31,14,0,0,1,10,9,0,0,1
00018f3a78fe5e38cbf83044b64b116c4e536620c4c48787520335feed5cf663,1,AndroZoo,unknown,26757.0,97669,99,99,241,228,2,99,0,0,42,15,0,0,1,35,10504,0,0,0
00019b45893300e6ffd3e59bde91f682d3e32c1621f08e592112f537802600c7,1,AndroZoo,unknown,8549.2,2752,17,17,26,24,0,17,0,0,11,5,0,0,1,0,1772,0,0,0
0001a112e6fa954379b572d79c8fd77c14d2301266b9ba731445c5b82adec21d,1,AndroZoo,unknown,985.8,3529,5,5,6,6,0,5,0,0,14,5,0,0,1,1,1776,0,0,0
0001b988ed1cc0c1918566bc2dc0daa100840fff21565cdcf278a04e9e135e33,1,AndroZoo,unknown,2649.3,3710,12,12,59,57,0,12,0,0,40,18,0,0,1,0,1927,0,0,0
0001bfe0eeaaab875623ebafe77915bf7dc9a2a2772296356fc4a481dcca96a1,1,AndroZoo,unknown,5504.8,181,1,1,8,5,0,1,0,0,7,2,0,0,1,0,152,0,0,1
0001c305576625cdd1af37295d45f1ff9fa8defd0c0e67b2516f0feb438c5a6a,1,AndroZoo,unknown,19778.3,53051,122,122,12,2,6,122,0,0,11,3,0,0,1,3,5,0,0,1
0001c3a1a6124c0c4dd42da5cc16a279a44d61c7ec71bc7222ca6a3c1b0d90b4,1,AndroZoo,unknown,13202.7,10343,4,4,13,11,0,4,0,0,8,3,0,0,1,5,1047,0,0,0
0001cd6bb029bf61224f767423a4a868bdcff6417345f0f319285a19921f2ec6,1,AndroZoo,unknown,9883.1,15191,103,103,142,136,1,103,0,0,30,10,0,0,1,0,9365,0,0,0
0001cd8eed5566d323bb95eb41b0301cc1a6d072290334738826985767a7e4ae,1,AndroZoo,unknown,27330.6,40877,9,9,7,1,2,9,0,0,8,5,0,0,1,2,403,0,0,1
0001d0eb4ca90a969e66626a1649d28342301244e46782fa8123e29c80acb569,1,AndroZoo,unknown,40410.0,117204,105,105,12,0,2,105,3,9,47,8,0,0,1,23,123,0,0,1
0001d67c6b84066e2121c4b172dd74d62096dd3ba47909be719bb055f65d2b7a,1,AndroZoo,unknown,23251.4,55171,8,8,13,12,0,8,0,0,17,6,0,0,1,10,396,0,0,0
0001d789d7c35ffcf5095d26a8661dc64ca8caa9f6d9329a9bba4beb7b22dcff,1,AndroZoo,unknown,661.2,1298,8,8,24,21,0,8,0,0,5,2,0,0,1,0,662,0,0,0
0001e193cfb7fcca3a1d80a9eea93b41f6eef97668833d53ed0a6db76a1f5641,1,AndroZoo,unknown,24556.7,90911,69,69,192,151,13,69,0,0,29,7,0,0,1,9,8710,0,0,0
0001ec369cfc54144ca9ae948b3f2b9061ebd6e6e7ab0521cd8333a3dc8858e7,1,AndroZoo,unknown,10501.4,8051,15,15,38,33,0,15,1,5,11,7,0,0,1,0,4567,0,0,0
0001ef3dc57c9905fe7ead593f2c3c092aae46fa924116eaa704be896106371d,1,AndroZoo,unknown,15766.1,6547,3,3,2,2,0,3,0,0,29,10,0,0,1,11,12,0,0,1
0001f1b0a46d473915718d2b856c673ef32d129eff9ae4f4a07a019277b0e51f,1,AndroZoo,unknown,16115.7,52989,14,14,71,69,0,14,0,0,22,11,0,0,1,2,499,0,0,0
0001f4dc97fb48edd992853cb2760d54ff48780e86760d3fb96e8f8ff7e0f490,1,AndroZoo,unknown,30106.1,91881,83,83,55,44,5,83,0,0,9,4,0,0,1,8,7158,0,0,0
00021d2fa7550c4657d9a444f370375361223f53497a36970cafb0cd29d33cf4,1,AndroZoo,unknown,29857.3,93325,46,46,79,67,1,46,0,0,29,7,0,0,1,63,12567,0,0,0
00021d72f4cb6dd3d6b1f316731d37e4aaa739d2f21b6a0ed0d9f05b9abca65f,1,AndroZoo,unknown,3289.5,10221,15,15,3,1,0,15,0,0,4,1,0,0,1,0,2941,0,0,0
00022026693200a257c16523a7b49268bc60aad494f8b30d89e931f31d88432a,1,AndroZoo,unknown,41754.6,171385,365,365,117,43,59,365,1,10,27,9,0,0,1,32,9196,0,0,0
000224adc496a41ab5f62cdc3892823550e1b5b1d0df5fa0897b9660c6715a83,1,AndroZoo,unknown,14914.1,31217,54,54,13,5,4,54,0,0,4,2,0,0,1,3,480,0,0,0
000229e6d8802881c5c866f2838719919f991aaa200edbfa31d8270ffba1efbd,1,AndroZoo,unknown,4613.7,9688,1,1,16,13,0,1,0,0,3,0,0,0,1,3,3228,0,0,0
00022d057443ac60334e3dd676f30a3b4c2837de54c09a4cb85a28d950c4e2a9,1,AndroZoo,unknown,10385.4,3349,5,5,0,0,0,5,0,0,31,9,0,0,1,9,12,0,0,1
00022e427c310d919698c940d1a916b75877f1277a7930cd3e59969788ab4d09,1,AndroZoo,unknown,8969.8,30470,41,41,17,3,4,41,0,0,2,0,0,0,1,3,147,0,0,0
000234b3b17aa773825c5cc4512702add18509bdebb039f36aa6f5d0ee7a78b6,1,AndroZoo,unknown,19150.2,3496,0,0,2,1,0,0,0,0,61,24,0,0,1,28,11,0,0,1
00023bcfc14ce3027a542987394a97c64b6c1b9304090f9593e203587e1c2048,1,AndroZoo,unknown,2594.2,6407,19,19,25,23,0,19,0,0,19,11,0,0,1,0,5067,0,0,0
003d2fd8ef8fc9d4765e4bbc650ecd20ef339be94606486629c003f683cb5982,1,abusech,Agent,4704.6,3230,57,57,2,0,0,57,0,0,23,7,0,0,1,0,2530,0,0,0
00696116790f5c398de19e9184da0b32ac011bc30e9c18e14ca8ffd2c3dec7b8,1,androzoo_drebin,FakeInst,2176.7,33,0,0,4,4,0,0,0,0,6,3,0,0,1,0,14,0,0,0
015f1adcfad79fd858de7f666634d9811714ab251f65868ce1282ed0a0340624,0,F-Droid,benign,7167.8,21662,1,1,0,0,0,1,0,0,0,0,0,0,1,12,27,0,0,0
016ab069253276cbface350265f0a2d5f10f38e3c7888dcc976698216c2bdeea,1,androzoo_drebin,Backdoor,334.9,431,1,1,10,9,0,1,0,0,17,9,0,0,1,0,172,0,0,0
018f8548c055a31d98201874ebf21591e6d85cb9eee66e8c35716a9289d01f48,1,abusech,AndroidOS,7952.5,4824,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0
022c88f2397b59ef6394db385163b1ed44c5a4b720f667ca3b91983b04f89433,1,androzoo_drebin,Opfake,49.2,31,0,0,2,1,0,0,0,0,11,7,0,0,1,0,18,0,0,0
025ab95fa2b88dabc0894d575ae0b961f1b22c2da2adf1569c35ba1a7e776970,1,androzoo_drebin,Kmin,1195.5,698,11,11,10,7,0,11,0,0,15,5,0,0,1,0,411,0,0,0
02c799d3d582669daf2acf920093c68d2933f60aa937bb72fa2a805557233fe8,0,F-Droid,benign,9076.9,16038,248,248,0,0,0,248,0,0,1,0,0,0,1,0,8737,0,0,0
03385b42f9dffe697a883aac40042188e658145e8d67e0dab9d665501d7e02aa,1,androzoo_drebin,Opfake,11.5,7,0,0,0,0,0,0,0,0,1,1,0,0,1,0,9,0,0,0
03a2c97e0ed693d31b8974b2383f2ccb2b3d5a6046042e242085c9817855b1cb,1,androzoo_drebin,AndroidOS,83.1,45,0,0,0,0,0,0,0,0,7,3,0,0,1,0,28,0,0,0
0400c00cbcc6834ade203f8d515f5932972a3861256a9a7ca0a46638eec2a83e,1,abusech,Gen,6812.3,1185,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1246,0,0,0
050d91cde706f7c981f90878dbd50d92038caeedd38852a10e018e57f188e79b,1,abusech,AndroidOS,13297.2,4113,157,157,14,14,0,157,0,0,0,0,0,0,1,0,2206,0,0,0
0526cff3ebb1fbfa493cf982fcba85409ae692157b25f9046469576bf58e8c4d,1,androzoo_drebin,FakeTimer,77.6,16,0,0,3,3,0,0,0,0,7,4,0,0,1,0,12,0,0,0
05a2da9df1b4aed78e16349c17443ccd83cb48ed9e38e38d0c0b6ce808a9c2a8,1,modern_eval,SpyNote,8810.2,830,0,0,1,0,0,0,0,0,34,15,0,0,1,0,0,1,0,0
077f0e17216bc7f6597c1b71b15005cd0f1be04400b5f29959348db076b46ee8,0,F-Droid,benign,2439.0,3525,2,2,0,0,0,2,0,0,4,2,0,0,1,0,3814,0,0,0
07e47fbf43c585155ddcdae49c3330c00ceceedf6c9f98432cf631769a21b206,1,androzoo_drebin,Opfake,427.2,323,0,0,0,0,0,0,0,0,20,8,0,0,1,0,46,0,0,0
090a30252991830596c75a945885ca3100d7a40edf4a16d78abd5bbfd90ba268,1,abusech,AndroidOS,2835.6,184,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1459,0,0,0
090b5be26bcc4df6186124c2b47831eb96761fcf61282d63e13fa235a20c7539,1,androzoo_drebin,Plankton,4330.3,2211,1,1,13,13,0,1,0,0,27,5,0,0,1,0,1077,0,0,0
091870b3f90c9a98000e0d14a67be2db5891ce98a0b1e24b721e3d96241620a5,1,abusech,AndroidOS,2835.6,184,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1459,0,0,0
0a02bda89021ac18c0c57979ea3c9d82c1054b5c9b375975401e3e21a2f4905a,1,modern_eval,Linux,90110.3,462717,500,500,389,27,64,500,0,0,47,11,0,0,1,84,4,0,0,1
0a1e7b216439894a11b87d621e3ac9406f950fb73abd7983414407cb3f93733a,0,F-Droid,benign,3414.8,6916,7,7,2,1,0,7,0,0,2,0,0,0,1,0,4454,0,0,0
0a394ec6d7c750349a54d4893b83df31072900e804ce4845dcae763348c2e187,1,androzoo_drebin,Opfake,52.7,31,0,0,3,2,0,0,0,0,11,7,0,0,1,0,18,0,0,0
0adc4049115025f7109f3ec6b7550bf9e5f3bd86347505894ae778b4d3ef5ff9,0,F-Droid,benign,889.6,17,0,0,1,0,0,0,0,0,0,0,0,0,1,0,18,0,0,0
0bc98459a42d1d0108a882671f4496f214f8a68400810b9e034cdd7212f5a4fa,1,modern_eval,SpyNote,54827.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0be115e1e9b74780151148ea021f7d3e43ebc5e7dff808a890338f9e5a31427a,1,modern_eval,SMSreg,5522.8,5795,11,11,13,10,0,11,0,0,16,9,0,0,1,0,3146,0,0,0
0bfcd97d3b690babe1e96ec91af451e6f043edda34b9895e822c2e1ae2e21787,1,modern_eval,AndroidOS,6190.0,18523,148,148,28,25,0,148,2,20,246,32,0,0,1,10,8951,0,0,0
0c5f6f74735692fce876d86c95d36c74df88eec9647853590ee8ec9b1fabfce1,1,androzoo_drebin,FakeInstaller,48.1,45,0,0,1,1,0,0,0,0,9,4,0,0,1,0,34,0,0,0
0c731f01cb359e133b3c2d1d5655ce21a99de9e44a324fcb4dc64e0dc195c644,0,F-Droid,benign,3550.7,8997,48,48,2,2,0,48,0,0,5,0,0,0,1,0,4427,0,0,0
0c8890bd550dd21cc5b0feb9ad101984e194719b2656ac904b7aefb35765b15f,1,androzoo_drebin,SpyHasb,118.0,28,0,0,2,2,0,0,0,0,2,1,0,0,1,0,12,0,0,0
0ca64e19e09d8af20a7a9269aca259da3406c5fd1c3627f92fb601af2c2d7d9a,1,androzoo_drebin,a,1436.8,1250,1,1,6,6,0,1,0,0,17,1,0,0,1,0,708,0,0,0
0cd567f8fd3cd28039f8edd2a785e0116776e91f43e96ac91994a33158f5c6fd,0,F-Droid,benign,13175.3,41387,229,229,32,31,0,229,0,0,8,4,0,0,1,4,12847,0,0,0
0de00a58a0dbb4c4b6befc9fe1f5e53800993484baab955824798f46fbf3338e,0,F-Droid,benign,15684.8,136242,500,500,14,9,1,500,0,0,9,1,0,0,1,28,6047,0,0,0
0e9cb2bb3435c2f4e5893b5a28982337f96621b11ddc48cb73c14ce7910f825a,1,modern_eval,AndroidOS,6173.6,18523,148,148,28,25,0,148,2,20,246,32,0,0,1,10,8951,0,0,0
0f021e137e7d3ef426d85f373f64ac53f1ee6c26efd2772cdc9ccb95ff09f9e4,1,androzoo_drebin,BaseBridge,728.6,422,2,2,2,1,0,2,0,0,18,7,0,0,1,1,150,0,0,0
1008525a17b4f6a93ac690f9c50dcb675b6bebf53d2879dbc98ba65a1cb2e28d,0,F-Droid,benign,44.9,34,0,0,0,0,0,0,0,0,2,0,0,0,1,0,23,0,0,0
1035296bb576144475b684a9f703fc0220e8c0107a9e7e87c4bf76f72496b6c4,1,androzoo_drebin,FakeInstaller,186.4,75,0,0,6,6,0,0,0,0,9,5,0,0,1,0,41,0,0,0
1066f08e3e9e773fe0a5a4cd35d8e308634d8c4fbe9d3390be0095cbdaf0a39c,0,F-Droid,benign,61651.1,137173,110,110,69,54,1,110,0,0,10,2,0,0,1,8,12484,0,0,0
10c902a0bb9645ee71ae95528fe90580120e628db17dcdefe8bf7ad4b4bbfc01,1,androzoo_drebin,Wooboo,3182.6,4175,92,92,42,39,0,92,0,0,18,6,0,0,1,1,1555,0,0,0
10f2dcb4f070e9bf8182512e2c3de42d583aceecdcb606298e7e76175430e307,1,androzoo_drebin,Iconosys,116.3,12,0,0,2,2,0,0,0,0,3,2,0,0,1,0,10,0,0,0
11172b2f0ccaa49ab486b313bb61cfb8900126b15541540acf42ad73cf096133,1,androzoo_drebin,Airpush,507.5,1014,0,0,12,11,0,0,0,0,31,6,0,0,1,0,684,0,0,0
13055eb9348525e119e0012172f39727a870a420ee54ffe562ea42d6cb6724f4,1,androzoo_drebin,Plankton,1002.9,1497,0,0,18,17,0,0,0,0,52,10,0,0,1,0,951,0,0,0
1370ba86f4c12ff1a8a0dd987b2be79a6ed13f7765e05b9711c544a7a2f288ea,1,abusech,Banker,9187.5,30479,364,364,2,1,1,364,0,0,0,0,0,0,1,0,9969,0,0,0
13792ea5da63cc800e9c1cb1944d2ed66dedc2a2dfa940dbcd8828aa47c8b6ea,1,androzoo_drebin,a,5832.1,1340,0,0,14,13,0,0,0,0,25,2,0,0,1,0,759,0,0,0
149bde78b32be3c4c25379dd6c3310ce08eaf58804067a9870cfe7b4f51e62fe,1,androzoo_drebin,Plankton,756.0,1568,1,1,10,10,0,1,0,0,22,2,0,0,1,0,774,0,0,0
14b005352c07490b3689ac4eb187eb68d2b50cd135e57e1bca2f3469b10e2dd5,1,abusech,AndroidOS,2854.2,11496,258,258,4,2,0,258,0,0,0,0,0,0,1,0,5037,0,0,0
14bafc31ee9bce174bca7df1c35d3b0ec11c573a1b0e3ecb1d5001409de1aeb5,1,modern_eval,AndroidOS,5582.4,14250,148,148,19,17,0,148,2,20,44,21,0,0,1,0,7681,0,0,0
15465bc845560bd14bee0e47fc59dc4ed70fa522dc7c94306e2ba4fd89bf40a1,0,F-Droid,benign,8107.2,17614,10,10,20,17,0,10,0,0,24,6,0,0,1,0,9953,0,0,0
17ccc6c320561c403a76487436fc418d206064542319c3476741b0f8efed01fa,0,F-Droid,benign,109843.8,61198,0,0,1012,646,73,0,0,0,4,0,0,0,1,4,6485,0,0,0
1b058e37d3af70a20087a42d7c2f0b59e632d8a85719c2fe78e24310eea5516f,0,F-Droid,benign,11461.6,64932,16,16,11,2,2,16,0,0,11,3,0,0,1,24,3482,0,0,0
1ba4bb9f0990697fa0c3b12ddf2d1f31ef385e14556c081f3f5e30dcbbf50f1a,1,modern_eval,AndroidOS,7343.4,7377,6,6,3,2,0,6,0,0,0,0,0,0,1,0,5785,0,0,0
1bbc9197e2b7a2090115a01d682934b79a88caa82d7c37ade39ae89a0f76129c,1,modern_eval,Gen,6174.1,18523,148,148,28,25,0,148,2,20,246,32,0,0,1,10,8951,0,0,0
1c2d4a388c3109001751caf2cee1d27516286f4d1ff51dbf271e85dfc069ce98,1,modern_eval,SmsSend,5548.3,14250,148,148,19,17,0,148,2,20,44,21,0,0,1,0,7681,0,0,0
1d132dc563405dbf978a35664780790fd9972de17e5110864f5cbbec0c6ce016,1,modern_eval,AndroidOS,6179.8,18523,148,148,28,25,0,148,2,20,246,32,0,0,1,10,8951,0,0,0
1d6640a63db2d4909aa9d1f8f6d4698abd89f2171c33240f0c821e2a94e0cec7,1,modern_eval,HyPay,8659.7,14499,248,248,30,27,1,248,0,0,27,9,0,0,1,4,8002,0,0,0
1d66d19eedbab969b1be2e44e0ea35f5f8921cbe83b5c5ac810767ca1a84b7e8,0,F-Droid,benign,11237.4,20599,23,23,22,9,0,23,0,0,11,2,0,0,1,4,10671,0,0,0
1dd0ccbb47e46144a5e68afc619098730f561741618d89200ac9c06c460bf6e4,1,androzoo_drebin,Plankton,45.4,107,0,0,2,2,0,0,0,0,27,3,0,0,1,0,56,0,0,0
1e7276097313eb4ede32eba76886e42696ecd2de41a1a7aeac5536ce717319c0,1,modern_eval,Linux,90214.5,462717,500,500,389,27,64,500,0,0,48,11,0,0,1,84,4,0,0,1
1efd4d6251d256f95f120d00c48dac741926d7890f76732297622e968396d2c4,0,F-Droid,benign,18246.6,67386,33,33,15,8,0,33,1,2,25,7,0,0,1,8,10927,0,0,0
1f30b62c19be5de98456ec6915f1618da92cab68f20bf36cf91473788437f87a,1,modern_eval,unknown,7014.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1ff001f3ea8ef13d562b99b11cee7c1004abf7de486c38e9dddbaa2b64efd992,1,androzoo_drebin,Zsone,751.4,249,0,0,9,8,0,0,0,0,6,3,0,0,1,0,84,0,0,0
208e85cc66f2ee482dce1c6ee5f1ea45592e9fc9980c1b04b5157975d127dcf1,1,abusech,GenericKD,912.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
