bucket,path,sha256,expected
known_clean,/home/kali/DroidForensix/samples/goodware/benign_eval/0043B19A93E5853709E70245978978B6189B183994AB5F60DAB42B832F153D75.apk,0043b19a93e5853709e70245978978b6189b183994ab5f60dab42b832f153d75,must_not_flag
known_clean,/home/kali/DroidForensix/samples/goodware/benign_eval/00371E73717FA4E591837651E5E9908FA032AC91E203B296B1386BBE98C04590.apk,00371e73717fa4e591837651e5e9908fa032ac91e203b296b1386bbe98c04590,must_not_flag
known_clean,/home/kali/DroidForensix/samples/goodware/benign_eval/0006FC06617701F138D4A5F9F223AE6CF93DCD124F83B184797727A9939EA2C1.apk,0006fc06617701f138d4a5f9f223ae6cf93dcd124f83b184797727a9939ea2c1,must_not_flag
known_clean,/home/kali/DroidForensix/samples/goodware/benign_eval/003A909A1B142AF39FC9FE4705747BC36F01125D3D1164221E6257FFD1607173.apk,003a909a1b142af39fc9fe4705747bc36f01125d3d1164221e6257ffd1607173,must_not_flag
known_clean,/home/kali/DroidForensix/samples/goodware/benign_eval/002C0FD93061C27EA04E1AEB920FE13F2066EEF93B7D66141A6935E8AE9D4C2A.apk,002c0fd93061c27ea04e1aeb920fe13f2066eef93b7d66141a6935e8ae9d4c2a,must_not_flag
known_clean,/home/kali/DroidForensix/samples/goodware/benign_eval/0001F6AAB0D2F9B5B959F3D435163E1543ED3206816526DE3E2AFDD3A1485600.apk,0001f6aab0d2f9b5b959f3d435163e1543ed3206816526de3e2afdd3a1485600,must_not_flag
known_clean,/home/kali/DroidForensix/samples/goodware/benign_eval/004D0AD50F0C8C27563E043D4A4EA9AAB0173E4554D1099A83904AE6347D98A2.apk,004d0ad50f0c8c27563e043d4a4ea9aab0173e4554d1099a83904ae6347d98a2,must_not_flag
known_clean,/home/kali/DroidForensix/samples/goodware/benign_eval/00452B2B0688CF8937BBF77D43D6033F33E5D5CE2D75309F65A56D34801A713D.apk,00452b2b0688cf8937bbf77d43d6033f33e5d5ce2d75309f65a56d34801a713d,must_not_flag
known_clean,/home/kali/DroidForensix/samples/goodware/benign_eval/00116CA636EF6D3067A5D25FB5DD493F06CEFDE9C6BA80F2C2F3F371050323BE.apk,00116ca636ef6d3067a5d25fb5dd493f06cefde9c6ba80f2c2f3f371050323be,must_not_flag
known_clean,/home/kali/DroidForensix/samples/goodware/benign_eval/0012260A8F06A02FC0537F74D35D17B7B1ADF34EFB78E470955B18554B4BC072.apk,0012260a8f06a02fc0537f74d35d17b7b1adf34efb78e470955b18554b4bc072,must_not_flag
known_clean,/home/kali/DroidForensix/samples/goodware/benign_eval/0032FD3DD6142D41164923F864F10641E19986B9DBBAA860CE2F028D50E3EC4B.apk,0032fd3dd6142d41164923f864f10641e19986b9dbbaa860ce2f028d50e3ec4b,must_not_flag
known_clean,/home/kali/DroidForensix/samples/goodware/benign_eval/003C21AB143A69FFA42BC4110A23B17F2F6CBCDA8248F70FD3DB523A331CA549.apk,003c21ab143a69ffa42bc4110a23b17f2f6cbcda8248f70fd3db523a331ca549,must_not_flag
known_clean,/home/kali/DroidForensix/samples/goodware/benign_eval/00419D4DA78B50F1AA0E1DC0AFB69F7062D064E0999549929D307C9EB08F3348.apk,00419d4da78b50f1aa0e1dc0afb69f7062d064e0999549929d307c9eb08f3348,must_not_flag
known_clean,/home/kali/DroidForensix/samples/goodware/benign_eval/0037C2A401AD6118AB567BF6FF26D0F4C95C98F7BE1AFB504A0D6F86A13035BD.apk,0037c2a401ad6118ab567bf6ff26d0f4c95c98f7be1afb504a0d6f86a13035bd,must_not_flag
known_clean,/home/kali/DroidForensix/samples/goodware/benign_eval/0011135860F3C1F50A6960472E5A6ED3161A94800791B3F1A8B0DF3C7F5B7697.apk,0011135860f3c1f50a6960472e5a6ed3161a94800791b3f1a8b0df3c7f5b7697,must_not_flag
known_clean,/home/kali/DroidForensix/samples/goodware/benign_eval/0045B08C351866D5A8E45511455D9E0B2B184157E1CE9E81B063ADABD2DB0166.apk,0045b08c351866d5a8e45511455d9e0b2b184157e1ce9e81b063adabd2db0166,must_not_flag
engine_big_asset_clean,/home/kali/DroidForensix/samples/goodware/engine_apps/app.organicmaps_26072306.apk,db8ca5ec2e2a879470c8fd36a46a83a04c93a70488e46b881d9622bf1420c329,allowlist_candidate
engine_big_asset_clean,/home/kali/DroidForensix/samples/goodware/engine_apps/ch.logixisland.anuto_34.apk,3b57a70201d631d081ff480e8b958a6a7dd6fdc116d611bd1b66e76e3f06ccd9,allowlist_candidate
engine_big_asset_clean,/home/kali/DroidForensix/samples/goodware/engine_apps/com.dozingcatsoftware.bouncy_43.apk,ffda0d9cb0b1b2aa58be9559dda891c4fa24391bc481d297a8e3d96c31f62721,allowlist_candidate
engine_big_asset_clean,/home/kali/DroidForensix/samples/goodware/engine_apps/com.gpl.rpg.AndorsTrail_86.apk,a5d98757657397b4c417c222448033811c0396b701791ba2930f5adee9f3f687,allowlist_candidate
engine_big_asset_clean,/home/kali/DroidForensix/samples/goodware/engine_apps/com.money.manager.ex_1115.apk,59fac8a8fa48adec9cb1d6887de7366111195b4caf527caeb05369c908eb2aaf,allowlist_candidate
engine_big_asset_clean,/home/kali/DroidForensix/samples/goodware/engine_apps/com.shatteredpixel.shatteredpixeldungeon_896.apk,be901407280a5b3b281969e068f725ed5d52c9cd9a7b55013de68487ad419ec4,allowlist_candidate
engine_big_asset_clean,/home/kali/DroidForensix/samples/goodware/engine_apps/com.unciv.app_1251.apk,818c4df23b46708b10b707e558745f1546c7d759b28bb6e4ad9aeeeb5f09471f,allowlist_candidate
engine_big_asset_clean,/home/kali/DroidForensix/samples/goodware/engine_apps/jwtc.android.chess_284.apk,4d3ac77efbbd3da030899937e9ba8d4ef472b813b6d8aa939b56326232bbe3b2,allowlist_candidate
engine_big_asset_clean,/home/kali/DroidForensix/samples/goodware/engine_apps/net.minetest.minetest_5160001.apk,a9e70c41de7dd959a35a44eda8c727012d920a302bc311ec78c4540b056bd57b,allowlist_candidate
engine_big_asset_clean,/home/kali/DroidForensix/samples/goodware/engine_apps/net.osmand.plus_531003.apk,27f1eb82d288a9939b7c0bdd0fb94f78749824ffc753d32d421e01cbe487e5e0,allowlist_candidate
engine_big_asset_clean,/home/kali/DroidForensix/samples/goodware/engine_apps/org.mozilla.fennec_fdroid_1530320.apk,384f4d1f7841c8c6a4dd789bbb5482169c4ef33f39dba450ca90a3c980aeffb2,allowlist_candidate
engine_big_asset_clean,/home/kali/DroidForensix/samples/goodware/engine_apps/org.schabi.newpipe_1015.apk,1d66d19eedbab969b1be2e44e0ea35f5f8921cbe83b5c5ac810767ca1a84b7e8,allowlist_candidate
engine_big_asset_clean,/home/kali/DroidForensix/samples/goodware/engine_apps/org.secuso.privacyfriendlysudoku_101.apk,1aff917f4ac9952bd956f2b19589787b015decc23b4c13268d19f1437c68b5b3,allowlist_candidate
engine_big_asset_clean,/home/kali/DroidForensix/samples/goodware/engine_apps/org.videolan.vlc_13070108.apk,4a9144fadfd8606cc5c0e9db892fd24846b7b2efeb1630db5377955d1612b119,allowlist_candidate
engine_big_asset_clean,/home/kali/DroidForensix/samples/goodware/engine_apps/org.xbmc.kodi_2103001.apk,2ced80c56809f73a21726cefc406233cc143566333cea6882af67576a0852407,allowlist_candidate
gt_packed_suspect,/home/kali/DroidForensix/samples/malware/androzoo/0000237117863e534ceec544bc9460f09b542d48260c2e045174d03e65ad5c28.apk,0000237117863e534ceec544bc9460f09b542d48260c2e045174d03e65ad5c28,expect_flag:Secapk
gt_packed_suspect,/home/kali/DroidForensix/samples/malware/androzoo/0000d3e05cfad4c3f301f8b47986354aaca80ac236c5934ec287d91e3efc037b.apk,0000d3e05cfad4c3f301f8b47986354aaca80ac236c5934ec287d91e3efc037b,expect_flag:Secapk
gt_packed_suspect,/home/kali/DroidForensix/samples/malware/androzoo/000027d1da96332efcb54af76906a7298121ebcccdab3d7dce999f8043e74ee7.apk,000027d1da96332efcb54af76906a7298121ebcccdab3d7dce999f8043e74ee7,expect_flag:unknown
gt_malware_unpacked,/home/kali/DroidForensix/samples/malware/androzoo/0000689bf34a969056e8190b4421945b098b890e1ea7001003a78bd13825b5db.apk,0000689bf34a969056e8190b4421945b098b890e1ea7001003a78bd13825b5db,observe_unpacked_malware
gt_malware_unpacked,/home/kali/DroidForensix/samples/malware/androzoo/000086eb3bd03827407aef16d67de013d4242d9910b0fc74bb77f8be486a1156.apk,000086eb3bd03827407aef16d67de013d4242d9910b0fc74bb77f8be486a1156,observe_unpacked_malware
gt_packed_suspect,/home/kali/DroidForensix/samples/malware/androzoo/000091f2fac1083dc578240acf9d24ede3ce7b9f9e517b37f44a2cdae0ff0fb3.apk,000091f2fac1083dc578240acf9d24ede3ce7b9f9e517b37f44a2cdae0ff0fb3,expect_flag:unknown
gt_packed_suspect,/home/kali/DroidForensix/samples/malware/androzoo/0000a053de676b4d381cc35632d0e5ab67c098bd2c8fb55571750c07f888c465.apk,0000a053de676b4d381cc35632d0e5ab67c098bd2c8fb55571750c07f888c465,expect_flag:unknown
gt_packed_suspect,/home/kali/DroidForensix/samples/malware/androzoo/0000a6d452d58424a8b7613f175af5937f590033616b808bf8c0445695f82541.apk,0000a6d452d58424a8b7613f175af5937f590033616b808bf8c0445695f82541,expect_flag:unknown
gt_malware_unpacked,/home/kali/DroidForensix/samples/malware/androzoo/0000bbba321e673b89da37baf825c9e28c66ba72535fb42d11f8b5c35ae53abb.apk,0000bbba321e673b89da37baf825c9e28c66ba72535fb42d11f8b5c35ae53abb,observe_unpacked_malware
gt_malware_unpacked,/home/kali/DroidForensix/samples/malware/androzoo/0000c26310f1042ba3c2755a44addd13d1befb90ee1041b47585529eb3757c07.apk,0000c26310f1042ba3c2755a44addd13d1befb90ee1041b47585529eb3757c07,observe_unpacked_malware
reserve_realworld,/home/kali/DroidForensix/uploads/00d90e39-9b2c-4b59-9bad-dcfbc07ec4e7/file.apk,d5ca7ba75cfb8fd76929c1b8f6547780d8305a6654b6423124d380ff59b0d1c9,observe
reserve_realworld,/home/kali/DroidForensix/uploads/0c0b78c9-5d85-4e8a-b1fb-4d62dcab4af6/file.apk,f0462f4d2b0cdb23b0aa43f0faf2194bc947e85b0963c95211560eebe3756595,observe
reserve_realworld,/home/kali/DroidForensix/uploads/0fdb21de-ac92-4444-ac7e-bc611a3f5c82/file.apk,87def7f445734b4b9b57b97cd4af8d22b2684dd4dd3e7ae8d07a120efa3b1814,observe
reserve_realworld,/home/kali/DroidForensix/uploads/11546f9c-6dcc-4fd3-a049-b01038577abb/file.apk,a9d1561ed0d23a5473d68069337e2f8e7862f7b72b74251eb63ccc883ba9459f,observe
